7202.5513,7212.1553,6935.27,6985.47,
6984.4287,7413.7153,6914.996,7344.8843,
7345.3755,7427.3857,7309.514,7410.6567,
7410.4517,7544.497,7400.5356,7411.3174,
7410.452,7781.867,7409.293,7769.219,
7768.682,8178.216,7768.2275,8163.6924,
8161.9355,8396.738,7956.7744,8079.863,
8082.296,8082.296,7842.404,7879.0713,
7878.3076,8166.554,7726.775,8166.554,
8162.191,8218.359,8029.642,8037.5376,
8033.2617,8200.063,8009.059,8192.494,
8189.772,8197.788,8079.7007,8144.1943,
8140.933,8879.512,8140.933,8827.765,
8825.344,8890.117,8657.1875,8807.011,
8812.481,8846.461,8612.096,8723.786,
8725.21,8958.122,8677.316,8929.038,
8927.212,9012.198,8827.332,8942.809,
8941.445,9164.362,8620.08,8706.245,
8704.632,8745.591,8560.474,8657.643,
8658.991,8755.706,8544.5205,8745.895,
8744.211,8792.994,8636.747,8680.876,
8680.65,8687.747,8333.638,8406.516,
8405.567,8514.667,8266.841,8445.435,
8440.119,8458.453,8296.219,8367.848,
8364.41,8602.401,8325.498,8596.83,
8597.309,8977.727,8597.309,8909.819,
8912.524,9358.59,8908.447,9358.59,
9357.471,9406.432,9269.468,9316.63,
9316.017,9553.126,9230.897,9508.993,
9508.313,9521.706,9230.776,9350.529,
9346.357,9439.323,9313.239,9392.875,
9389.82,9468.798,9217.824,9344.365,
9344.684,9540.372,9248.634,9293.521,
9292.842,9331.266,9112.812,9180.963,
9183.416,9701.3,9163.704,9613.424,
9617.821,9824.619,9539.818,9729.802,
9726.003,9834.717,9726.003,9795.943,
9793.07,9876.749,9678.91,9865.119,
9863.895,10129.436,9850.393,10116.674,
10115.56,10165.766,9784.563,9856.611,
9855.892,10210.053,9729.335,10208.236,
10202.388,10393.611,10202.388,10326.055,
10323.961,10457.627,10116.161,10214.38,
10211.551,10321.996,10125.534,10312.116,
10313.856,10341.556,9874.428,9889.425,
9889.18,10053.969,9722.387,9934.434,
9936.561,9938.815,9507.638,9690.143,
9691.23,10161.936,9632.383,10141.996,
10143.799,10191.676,9611.224,9633.387,
9629.325,9643.217,9507.9,9608.476,
9611.782,9723.015,9589.743,9686.441,
9687.707,9698.231,9600.729,9663.182,
9663.318,9937.404,9657.791,9924.516,
9921.583,9951.746,9537.043,9650.175,
9651.3125,9652.737,9305.021,9341.705,
9338.29,9354.778,8704.427,8820.522,
8825.094,8932.893,8577.199,8784.494,
8788.729,8890.456,8492.933,8672.455,
8671.213,8775.632,8599.509,8599.509,
8599.759,8726.797,8471.213,8562.454,
8563.265,8921.309,8532.631,8869.67,
8865.388,8901.599,8704.99,8787.786,
8788.542,8843.366,8712.432,8755.246,
8760.285,9142.055,8757.254,9078.763,
9078.309,9167.695,9032.079,9122.546,
9121.601,9163.221,8890.744,8909.954,
8908.206,8914.344,8105.253,8108.116,
8111.1465,8177.7935,7690.098,7923.6445,
7922.147,8136.9453,7814.763,7909.7295,
7910.09,7950.8145,7642.8125,7911.43,
7913.616,7929.116,4860.354,4970.788,
5017.831,5838.1147,4106.981,5563.707,
5573.0776,5625.2266,5125.0693,5200.366,
5201.067,5836.645,5169.283,5392.315,
5385.2295,5385.2295,4575.358,5014.48,
5002.578,5371.3486,4981.909,5225.6294,
5227.114,5331.834,5069.336,5238.4385,
5245.4165,6329.736,5236.9688,6191.193,
6191.654,6844.2617,5865.7817,6198.7783,
6206.5215,6378.1353,5932.823,6185.0664,
6185.558,6359.6973,5823.714,5830.255,
5831.3745,6443.9346,5785.0044,6416.315,
6436.6426,6789.023,6411.0664,6734.8037,
6738.717,6892.511,6536.9263,6681.063,
6675.171,6735.464,6590.963,6716.4404,
6719.389,6793.8364,6466.7017,6469.7983,
6467.254,6467.501,6117.838,6242.194,
6245.6245,6250.4673,5920.086,5922.043,
5925.5386,6517.196,5903.2344,6429.842,
6430.6064,6504.515,6374.162,6438.6445,
6437.3193,6612.5737,6202.3735,6606.7764,
6606.7764,7088.2476,6595.9185,6793.6245,
6797.3965,7003.2207,6673.336,6733.387,
6738.383,6878.9536,6696.485,6867.5273,
6862.5376,6883.414,6715.929,6791.1294,
6788.05,7271.7812,6782.8896,7271.7812,
7273.644,7427.9395,7136.7144,7176.4146,
7179.283,7356.2236,7153.3057,7334.0986,
7337.9663,7341.448,7179.094,7302.0894,
7303.8154,7303.8154,6802.475,6865.493,
6867.4404,6926.07,6789.921,6859.083,
6858.068,7119.9473,6811.078,6971.092,
6965.6167,6965.6167,6668.26,6845.0376,
6843.2817,6958.557,6793.8213,6842.4277,
6845.5615,6928.6646,6633.403,6642.11,
6640.454,7134.4507,6555.5044,7116.804,
7116.5527,7167.183,7050.332,7096.1846,
7092.2915,7269.9565,7089.247,7257.665,
7260.9224,7280.522,7167.0547,7189.425,
7186.8735,7240.2905,6835.503,6881.9585,
6879.784,6934.552,6834.4424,6880.323,
6879.4404,7145.8657,6867.7817,7117.2075,
7121.306,7491.785,7081.5947,7429.7246,
7434.1816,7574.196,7434.1816,7550.901,
7550.483,7641.364,7521.6724,7569.936,
