0.41342,0.36684,0.464,0.37621,0.369,0.40418,0.51767,0.045281,0.13914,0.32051
0.37243,0.40616,0.46068,0.44332,0.43617,0.65157,0.7291,0.084244,0.32341,0.44945
0.44026,0.40882,0.5254,0.4556,0.4486,0.35743,0.45242,0.024081,0.058508,0.16897
0.45249,0.43167,0.54033,0.45573,0.44887,0.38102,0.49246,0.020598,0.0471,0.13254
0.45249,0.47798,0.54177,0.52256,0.51576,0.57042,0.55768,0.137,0.29144,0.45573
0.51981,0.55531,0.60066,0.59622,0.58953,0.90664,0.89204,0.20833,0.32241,0.58672
0.59371,0.59794,0.63159,0.58056,0.57404,0.5919,0.69848,0.27951,0.2874,0.53283
0.57874,0.53659,0.61283,0.54307,0.53674,0.59545,0.72696,0.26459,0.36961,0.58116
0.54041,0.55303,0.59386,0.59675,0.59054,0.8032,0.79215,0.29787,0.34124,0.62827
0.59376,0.56314,0.64354,0.57266,0.56663,0.41308,0.59637,0.10037,0.073317,0.24281
0.56953,0.55957,0.64017,0.6016,0.59571,0.18245,0.42907,0.053422,0.025147,0.092997
0.59894,0.55912,0.65176,0.59258,0.58684,0.4453,0.57084,0.1041,0.23256,0.40801
0.58976,0.69212,0.6618,0.72022,0.71461,0.84663,0.89045,0.21803,0.50799,0.77735
0.71838,0.69419,0.7465,0.71635,0.71091,0.67051,0.76756,0.27825,0.56641,0.54462
0.71596,0.68567,0.7391,0.70081,0.69555,0.64259,0.75235,0.18062,0.39879,0.49402
0.69956,0.70746,0.7498,0.73913,0.73406,0.63222,0.73405,0.18897,0.43738,0.53836
0.73752,0.71801,0.77441,0.7417,0.73678,0.39432,0.51113,0.1054,0.14022,0.26502
0.7402,0.74769,0.74041,0.69753,0.69276,0.24303,0.4511,0.076348,0.1091,0.19789
0.69569,0.666,0.73063,0.68845,0.68385,0.52187,0.66011,0.10093,0.33712,0.49975
0.68712,0.66797,0.72801,0.70493,0.70051,0.53615,0.65244,0.13805,0.22956,0.53714
0.70313,0.67524,0.74314,0.69279,0.68854,0.5811,0.75095,0.14782,0.27824,0.57648
0.69119,0.65471,0.69342,0.64156,0.63745,0.67811,0.82477,0.1514,0.34988,0.62232
0.63949,0.62094,0.68246,0.64883,0.64488,0.4849,0.65236,0.071658,0.17317,0.44514
0.64599,0.60998,0.68728,0.63434,0.63056,0.28621,0.45913,0.013661,0.043132,0.30768
0.63176,0.63806,0.69208,0.6771,0.67352,0.030094,0.2793,0,0.027034,0
0.67553,0.71128,0.73667,0.73554,0.73217,0.37623,0.47341,0.14024,0.30826,0.4621
0.73476,0.78559,0.78772,0.81934,0.81624,0.72048,0.84173,0.1616,0.31376,0.68026
0.81838,0.79492,0.84695,0.81151,0.80858,0.68548,0.8437,0.13374,0.3018,0.56575
0.81059,0.82354,0.84062,0.84743,0.84475,0.68549,0.79297,0.12859,0.44439,0.56064
0.84672,0.81741,0.8406,0.81784,0.81529,0.65945,0.77119,0.16081,0.44669,0.55209
0.81629,0.80134,0.85413,0.82575,0.82338,0.48157,0.60537,0.099725,0.22734,0.50584
0.82446,0.80709,0.83847,0.81669,0.81449,0.36232,0.5207,0.084076,0.082726,0.40953
0.81597,0.82105,0.84353,0.80719,0.80515,0.70991,0.81763,0.15633,0.74989,0.85132
0.80623,0.78026,0.82125,0.78617,0.78425,0.54191,0.62523,0.18189,0.25394,0.55909
0.78567,0.85245,0.8296,0.86693,0.86536,0.8603,1,0.19729,0.33652,0.70861
0.8673,0.87651,0.8913,0.88866,0.8873,0.63259,0.7208,0.23986,0.6475,0.55995
0.88763,0.87848,0.92185,0.90101,0.89985,0.75029,0.79795,0.27658,0.55541,0.81456
0.90023,0.88668,0.91412,0.91393,0.91298,0.50166,0.67744,0.14297,0.3738,0.41801
0.91354,0.93597,0.94225,0.9609,0.96025,0.51654,0.70079,0.13028,0.22109,0.38322
0.96084,0.94306,0.93145,0.91234,0.91173,0.40471,0.54155,0.24141,0.38944,0.4027
0.91204,0.9517,0.92239,0.978,0.97775,0.91353,0.9913,0.31793,0.65753,0.86676
0.97715,0.98751,1,1,1,0.88198,0.91751,0.37653,0.51133,0.70565
1,1,0.98585,0.97915,0.97927,0.7318,0.82128,0.32724,0.49975,0.68852
0.97888,0.97354,0.98739,0.9974,0.99775,0.68624,0.76953,0.30409,0.46962,0.49958
0.9981,0.97736,0.9462,0.91847,0.91878,0.58351,0.68696,0.23285,0.2463,0.4873
0.9183,0.92125,0.92125,0.92687,0.92739,0.39375,0.56909,0.15914,0.29702,0.28028
0.9272,0.89878,0.88602,0.88125,0.88182,0.73751,0.82921,0.19551,0.51387,0.58162
0.8811,0.94231,0.90649,0.96563,0.96667,0.68642,0.75552,0.27429,0.42445,0.60658
0.96614,0.94812,0.90301,0.87066,0.87155,0.76133,0.8439,0.28246,0.51313,0.63
0.86946,0.84112,0.88606,0.86601,0.86704,0.58887,0.65344,0.22791,0.42962,0.56306
0.86617,0.85668,0.89949,0.88056,0.88184,0.75732,0.85261,0.18095,0.29219,0.56833
0.88043,0.85185,0.90129,0.87622,0.87766,0.49418,0.57341,0.10167,0.12371,0.29457
0.87585,0.89851,0.91065,0.92502,0.92683,0.34006,0.49856,0.088552,0.17967,0.19693
0.92438,0.90131,0.89084,0.87379,0.87558,0.67049,0.76223,0.17013,0.34854,0.5419
0.8736,0.84297,0.85278,0.81619,0.81793,0.73042,0.83854,0.19913,0.25354,0.50417
0.81477,0.78484,0.75425,0.71887,0.72037,0.74311,0.76556,0.25778,0.34525,0.59243
0.71833,0.70254,0.73337,0.71214,0.71378,0.69816,0.83096,0.22286,0.43757,0.59087
0.7115,0.69426,0.71955,0.69122,0.69294,0.88432,0.98984,0.20182,0.43245,0.59297
0.68941,0.67186,0.73703,0.6776,0.67942,0.50307,0.63383,0.10916,0.11034,0.34232
0.67599,0.66233,0.71599,0.67068,0.67266,0.5084,0.65842,0.055472,0.070106,0.32862
0.66913,0.70028,0.72606,0.72805,0.73046,0.83882,0.8544,0.17413,0.33608,0.72345
0.7259,0.69643,0.75434,0.71276,0.71527,0.79693,0.88944,0.19631,0.32467,0.75182
0.71146,0.68507,0.75556,0.70668,0.70935,0.83897,0.91433,0.17928,0.28131,0.79429
0.70615,0.74334,0.76291,0.76709,0.77025,0.81654,0.91377,0.19058,0.41538,0.63111
0.76592,0.74834,0.808,0.77527,0.77864,0.77337,0.83478,0.22062,0.37879,0.66091
0.77405,0.74747,0.78481,0.73557,0.73893,0.53953,0.66563,0.10887,0.13102,0.34952
0.73395,0.69892,0.65595,0.58584,0.58859,0.47056,0.603,0.08021,0.11567,0.27957
0.58417,0.55522,0.58784,0.55139,0.55411,0.79418,0.89298,0.20769,0.43868,0.67338
0.54865,0.54725,0.60829,0.54879,0.55163,0.73709,0.77214,0.23586,0.38365,0.66811
0.54638,0.51094,0.58008,0.54911,0.55207,0.46632,0.50649,0.27155,0.5253,0.4676
0.54705,0.50671,0.1236,0,0,1,0.88422,0.67289,0.80777,0.92691
0.0028664,0.098771,0,0.11072,0.11143,0.67287,0.43455,1,1,0.6138
0.10721,0.057238,0.16703,0.04287,0.043282,0.50903,0.40994,0.58006,0.28672,0.57913
0.0373,0.098484,0.17428,0.078713,0.079417,0,0.063507,0.42934,0.16898,0.21454
0.071908,0.010417,0.076841,0.0081587,0.0085206,0.47399,0.36632,0.69452,0.49654,0.45802
0,0.007709,0.14354,0.047587,0.048268,0.62927,0.43194,0.70451,0.41839,0.56059
0.042195,0,0.15788,0.049979,0.050743,0.2526,0.11996,0.67686,0.31747,0.22483
0.045634,0.19468,0.18538,0.22789,0.22983,0.42148,0.33893,0.78822,0.38948,0.41905
0.22345,0.29506,0.28855,0.22931,0.23135,0.58557,0.45615,0.92858,0.40721,0.48215
0.22625,0.20412,0.29954,0.22674,0.22887,0.21211,0.15482,0.45779,0.09271,0.23546
0.22231,0.20053,0.28164,0.16049,0.16229,0.067512,0,0.33911,0.070632,0.088923
0.15575,0.21696,0.27529,0.26993,0.27252,0.3222,0.28092,0.54002,0.25138,0.31153
0.26949,0.28429,0.378,0.3294,0.3325,0.52222,0.4393,0.45976,0.44845,0.48627
0.32626,0.30448,0.39865,0.31936,0.32248,0.094573,0.028939,0.48805,0.28714,0.10814
0.31432,0.27384,0.40752,0.32597,0.32926,0.53923,0.481,0.5826,0.1863,0.87634
0.32262,0.28522,0.38713,0.27991,0.28302,0.49588,0.39062,0.41034,0.2364,0.66779
0.27524,0.22156,0.3299,0.23741,0.24034,0.26846,0.17919,0.24766,0.067126,0.20922
0.23359,0.17922,0.29745,0.17763,0.18025,0.14821,0.13039,0.14774,0.0059258,0.11786
0.17344,0.23125,0.29469,0.27245,0.27587,0.49993,0.42518,0.21373,0.2066,0.57442
0.26836,0.22878,0.37195,0.2741,0.27766,0.58178,0.49331,0.25058,0.24927,0.69127
0.26962,0.24986,0.34377,0.30549,0.30941,0.61227,0.47294,0.23003,0.18405,0.70961
0.30146,0.34266,0.40833,0.34038,0.34469,0.65094,0.57243,0.1913,0.28292,0.64373
0.33728,0.32607,0.42103,0.32913,0.33348,0.53347,0.41082,0.20875,0.21342,0.5221
0.32619,0.30183,0.42483,0.35418,0.35886,0.32,0.27195,0.082454,0.022267,0.28707
0.34953,0.3027,0.42802,0.33992,0.34463,0.17319,0.15086,0.042044,0,0.13077
0.33553,0.37847,0.439,0.42967,0.43521,0.553,0.4548,0.15015,0.39302,0.59962
0.42678,0.40893,0.49705,0.41186,0.41741,0.75768,0.64363,0.1977,0.39513,1
0.40905,0.39494,0.49977,0.44131,0.44723,0.57159,0.45817,0.16304,0.2151,0.5472
0.43887,0.39206,0.504,0.43533,0.44135,0.59537,0.49948,0.17551,0.47091,0.472
0.43245,0.38472,0.44222,0.3538,0.35929,0.5824,0.47803,0.13787,0.21603,0.48389
0.35045,0.31102,0.44016,0.35261,0.35823,0.29026,0.22784,0.046123,0.011958,0.22882
0.34869,0.34885,0.44363,0.37352,0.37946,0.13135,0.11521,0.037017,0.0020449,0.18592
0.3689,0.31874,0.4202,0.34998,0.35587,0.54206,0.45,0.081275,0.18769,0.55832
0.34591,0.31736,0.4408,0.3495,0.35552,0.78663,0.59348,0.1755,0.1413,0.75889
0.34634,0.31153,0.41448,0.31209,0.31793,0.82545,0.63597,0.21151,0.19012,0.9693
0.30779,0.35168,0.4017,0.40073,0.40751,0.94156,0.72068,0.24525,0.34409,0.85336
0.39726,0.35806,0.48288,0.39688,0.40373,0.6805,0.48562,0.20448,0.25227,0.76098
0.3927,0.37811,0.48926,0.42703,0.43431,0.69786,0.47444,0.11828,0.068442,0.76986
0.42439,0.38017,0.50203,0.41429,0.42159,0.37597,0.26119,0.071737,0.011336,0.442
0.41048,0.37232,0.44764,0.35688,0.36378,0.85997,0.62074,0.15529,0.22892,0.75573
0.35277,0.31268,0.44746,0.35657,0.36361,0.859,0.64987,0.17586,0.17492,0.69425
0.3527,0.3539,0.45293,0.40081,0.40838,0.68551,0.46177,0.21515,0.17918,0.55267
0.39815,0.42139,0.48801,0.45916,0.46744,0.99555,0.75783,0.41613,0.34933,0.99398
0.45695,0.43747,0.54585,0.48179,0.49043,0.96067,0.69204,0.34895,0.43586,0.88519
0.47881,0.45057,0.56021,0.48534,0.49415,0.56153,0.4268,0.23215,0.056957,0.68254
